id,airport_name,city_name,country,iata_code,icao_code,latitude,longitude,type,scheduled_service,source
1852,Peawanuck Airport,Peawanuck,Canada,YPO,CYPO,54.987932,-85.442648,small_airport,yes,OurAirports
1854,Peterborough Regional Airport,Peterborough,Canada,YPQ,CYPQ,44.232251,-78.362053,medium_airport,yes,OurAirports
1855,Prince Rupert Airport,Prince Rupert,Canada,YPR,CYPR,54.286098480199996,-130.445007324,medium_airport,yes,OurAirports
1859,Powell River Airport,Powell River,Canada,YPW,CYPW,49.83420181274414,-124.5,medium_airport,yes,OurAirports
1860,Puvirnituq Airport,Puvirnituq,Canada,YPX,CYPX,60.050598,-77.286903,medium_airport,yes,OurAirports
1861,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,medium_airport,yes,OurAirports
1862,Burns Lake Airport,Burns Lake,Canada,YPZ,CYPZ,54.3764,-125.950996,medium_airport,yes,OurAirports
1863,Muskoka Airport,Gravenhurst,Canada,YQA,CYQA,44.975376,-79.306546,medium_airport,yes,OurAirports
1864,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,large_airport,yes,OurAirports
1865,The Pas Airport,The Pas,Canada,YQD,CYQD,53.97140121459961,-101.09100341796875,medium_airport,yes,OurAirports
1866,Red Deer Regional Airport,Springbrook,Canada,YQF,CYQF,52.182201,-113.893997,medium_airport,no,OurAirports
1867,Windsor International Airport,Windsor,Canada,YQG,CYQG,42.2756,-82.955597,medium_airport,yes,OurAirports
1868,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.116839,-128.821993,medium_airport,yes,OurAirports
1869,Yarmouth Airport,Yarmouth,Canada,YQI,CYQI,43.826900482177734,-66.08809661865234,medium_airport,no,OurAirports
1870,Kenora Airport,Kenora,Canada,YQK,CYQK,49.788299560546875,-94.36309814453125,medium_airport,yes,OurAirports
1871,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,medium_airport,yes,OurAirports
1872,Greater Moncton Roméo LeBlanc International Airport,Moncton,Canada,YQM,CYQM,46.113189,-64.67719,medium_airport,yes,OurAirports
1873,Nakina Airport,Nakina,Canada,YQN,CYQN,50.18280029296875,-86.69640350341797,medium_airport,yes,OurAirports
1874,Comox Valley International Airport / CFB Comox,Comox,Canada,YQQ,CYQQ,49.7108,-124.887001,medium_airport,yes,OurAirports
1875,Regina International Airport,Regina,Canada,YQR,CYQR,50.431938,-104.660906,medium_airport,yes,OurAirports
1876,St Thomas Municipal Airport,St Thomas,Canada,YQS,CYQS,42.77000045776367,-81.11080169677734,medium_airport,no,OurAirports
1877,Thunder Bay International Airport,Thunder Bay,Canada,YQT,CYQT,48.371899,-89.323898,medium_airport,yes,OurAirports
1878,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,medium_airport,yes,OurAirports
1879,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.264702,-102.461998,medium_airport,no,OurAirports
1880,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.769409,-108.243742,medium_airport,no,OurAirports
1881,Gander International Airport,Gander,Canada,YQX,CYQX,48.936258,-54.567719,medium_airport,yes,OurAirports
1882,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.161072,-60.049759,medium_airport,yes,OurAirports
1883,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623047,medium_airport,yes,OurAirports
1884,Rae Lakes Airport,Gamètì,Canada,YRA,CYRA,64.116096,-117.309998,small_airport,yes,OurAirports
1885,Resolute Bay Airport,Resolute Bay,Canada,YRB,CYRB,74.7169036865,-94.9693984985,medium_airport,yes,OurAirports
1887,Rivière-du-Loup Airport,Rivière-du-Loup,Canada,YRI,CYRI,47.764400482177734,-69.58470153808594,medium_airport,no,OurAirports
1888,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.519665,-72.265735,medium_airport,yes,OurAirports
1889,Red Lake Airport,Red Lake,Canada,YRL,CYRL,51.066898345947266,-93.79309844970703,medium_airport,yes,OurAirports
1890,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,small_airport,no,OurAirports
1891,Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,45.460496,-75.644001,medium_airport,yes,OurAirports
1893,Trois-Rivières Airport,Trois-Rivières,Canada,YRQ,CYRQ,46.35279846191406,-72.67939758300781,medium_airport,no,OurAirports
1894,Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,CYRS,54.167198,-93.557198,small_airport,yes,OurAirports
1895,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,medium_airport,yes,OurAirports
1896,Revelstoke Airport,Revelstoke,Canada,YRV,CYRV,50.962245,-118.184258,medium_airport,no,OurAirports
1897,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,medium_airport,yes,OurAirports
1898,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.438599,-71.691399,medium_airport,no,OurAirports
1899,Canadian Forces Base Suffield Heliport,Ralston,Canada,YSD,CYSD,50.276359,-111.180189,heliport,no,OurAirports
1900,Squamish Airport,Squamish,Canada,YSE,CYSE,49.7817001343,-123.162002563,small_airport,no,OurAirports
1901,Stony Rapids Airport,Stony Rapids,Canada,YSF,CYSF,59.250301361083984,-105.84100341796875,medium_airport,yes,OurAirports
1903,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,YSH,CYSH,44.945801,-75.940598,medium_airport,no,OurAirports
1904,Saint John Airport,Saint John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,medium_airport,yes,OurAirports
1905,Sanikiluaq Airport,Sanikiluaq,Canada,YSK,CYSK,56.536891,-79.250221,small_airport,yes,OurAirports
1906,Saint-Léonard Airport,Saint-Léonard,Canada,YSL,CYSL,47.157097,-67.836242,medium_airport,yes,OurAirports
1907,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020302,-111.961998,medium_airport,yes,OurAirports
1908,Niagara District Airport,Niagara-on-the-Lake,Canada,YCM,CYSN,43.191598,-79.171686,medium_airport,yes,OurAirports
1909,Marathon Airport,Marathon,Canada,YSP,CYSP,48.75529861450195,-86.34439849853516,medium_airport,no,OurAirports
1912,St. Theresa Point Airport,St. Theresa Point,Canada,YST,CYST,53.845261,-94.851966,small_airport,yes,OurAirports
1913,Summerside Airport,Slemon Park,Canada,YSU,CYSU,46.440601,-63.833599,medium_airport,no,OurAirports
1915,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.993896,-125.242996,small_airport,yes,OurAirports
1917,Pembroke Airport,Pembroke,Canada,YTA,CYTA,45.86439895629883,-77.25170135498047,medium_airport,no,OurAirports
1918,Cape Dorset Airport,Kinngait,Canada,YTE,CYTE,64.230003,-76.526703,small_airport,yes,OurAirports
1919,Alma Airport,Alma,Canada,YTF,CYTF,48.5089,-71.641899,medium_airport,no,OurAirports
1920,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734375,medium_airport,yes,OurAirports
1921,Big Trout Lake Airport,Big Trout Lake,Canada,YTL,CYTL,53.817799,-89.896896,small_airport,yes,OurAirports
1923,Tasiujaq Airport,Tasiujaq,Canada,YTQ,CYTQ,58.667801,-69.955803,small_airport,yes,OurAirports
1924,CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,medium_airport,no,OurAirports
1925,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,medium_airport,yes,OurAirports
1926,Billy Bishop Toronto City Airport,Toronto,Canada,YTZ,CYTZ,43.627852,-79.39553,medium_airport,yes,OurAirports
1927,Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.433296,-133.026001,small_airport,no,OurAirports
1928,Montreal / Pierre Elliott Trudeau International Airport,Montréal,Canada,YUL,CYUL,45.467837,-73.742294,large_airport,yes,OurAirports
1929,Naujaat Airport,Repulse Bay,Canada,YUT,CYUT,66.521024,-86.225166,small_airport,yes,OurAirports
1930,Hall Beach Airport,Sanirajak,Canada,YUX,CYUX,68.7761,-81.2425,medium_airport,yes,OurAirports
1931,Rouyn Noranda Airport,Rouyn-Noranda,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,medium_airport,yes,OurAirports
1932,Bonaventure Airport,Bonaventure,Canada,YVB,CYVB,48.071098,-65.460297,medium_airport,yes,OurAirports
1933,La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.151401519800004,-105.262001038,medium_airport,yes,OurAirports
1935,Vermilion Airport,Vermilion,Canada,YVG,CYVG,53.357714,-110.827388,small_airport,no,OurAirports
1936,Vernon Regional Airport,Vernon,Canada,YVE,CYVK,50.246163,-119.330963,medium_airport,no,OurAirports
314953,Tommy Kochon Airport,Colville Lake,Canada,YCK,CYVL,67.02015,-126.128364,small_airport,yes,OurAirports
1937,Qikiqtarjuaq Airport,Qikiqtarjuaq,Canada,YVM,CYVM,67.54656,-64.03141,small_airport,yes,OurAirports
1938,Val-d'Or Airport,Val-d'Or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,medium_airport,yes,OurAirports
1939,Kuujjuaq Airport,Kuujjuaq,Canada,YVP,CYVP,58.096099853515625,-68.4269027709961,medium_airport,yes,OurAirports
1940,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,medium_airport,yes,OurAirports
1941,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901,-123.183998,large_airport,yes,OurAirports
1942,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,small_airport,no,OurAirports
1943,Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,medium_airport,yes,OurAirports
1944,Deer Lake Airport,Deer Lake,Canada,YVZ,CYVZ,52.655613,-94.061208,small_airport,yes,OurAirports
1945,Petawawa Heliport,Petawawa,Canada,YWA,CYWA,45.952202,-77.319199,heliport,no,OurAirports
954,Wekweètì Airport,Wekweètì,Canada,YFJ,CYWE,64.190804,-114.077002,small_airport,yes,OurAirports
1946,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,large_airport,yes,OurAirports
1947,Victoria Harbour Seaplane Base,Victoria,Canada,YWH,CYWH,48.423782,-123.37198,seaplane_base,yes,OurAirports
1948,Déline Airport,Déline,Canada,YWJ,CYWJ,65.211098,-123.435997,small_airport,yes,OurAirports
1949,Wabush Airport,Wabush,Canada,YWK,CYWK,52.92190170288086,-66.8644027709961,medium_airport,yes,OurAirports
1950,Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,medium_airport,yes,OurAirports
1952,Webequie Airport,Webequie,Canada,YWP,CYWP,52.959393,-87.374868,small_airport,yes,OurAirports
1954,Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940017700195,-123.43699645996094,medium_airport,no,OurAirports
1955,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610802,-115.781998,medium_airport,yes,OurAirports
1957,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.170723,-106.700793,large_airport,yes,OurAirports
1958,Medicine Hat Regional Airport,Medicine Hat,Canada,YXH,CYXH,50.018902,-110.721001,medium_airport,yes,OurAirports
1959,Fort St John / North Peace Regional Airport,Fort Saint John,Canada,YXJ,CYXJ,56.238098,-120.739998,medium_airport,yes,OurAirports
1960,Rimouski Airport,Rimouski,Canada,YXK,CYXK,48.477644,-68.496323,medium_airport,yes,OurAirports
1961,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923095703,-91.9052963256836,medium_airport,yes,OurAirports
1962,Whale Cove Airport,Whale Cove,Canada,YXN,CYXN,62.240002,-92.598099,small_airport,yes,OurAirports
1963,Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.144878,-65.713606,small_airport,yes,OurAirports
1964,Beaver Creek Airport,Beaver Creek,Canada,YXQ,CYXQ,62.410301208496094,-140.86700439453125,medium_airport,no,OurAirports
1965,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.697400654599996,-79.8473453522,medium_airport,no,OurAirports
1966,Prince George (International) Airport,Prince George,Canada,YXS,CYXS,53.884311,-122.666554,medium_airport,yes,OurAirports
1967,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,medium_airport,yes,OurAirports
1968,London International Airport,London,Canada,YXU,CYXU,43.032845,-81.149003,medium_airport,yes,OurAirports
1969,Abbotsford International Airport,Abbotsford,Canada,YXX,CYXX,49.025299,-122.361,medium_airport,yes,OurAirports
1970,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.708533,-135.065705,medium_airport,yes,OurAirports
1971,Wawa Airport,Wawa,Canada,YXZ,CYXZ,47.96670150756836,-84.78669738769531,medium_airport,no,OurAirports
1972,North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,medium_airport,yes,OurAirports
1973,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.118822,-114.009933,large_airport,yes,OurAirports
1974,Smithers Airport,Smithers,Canada,YYD,CYYD,54.82469940185547,-127.18299865722656,medium_airport,yes,OurAirports
1975,Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,medium_airport,yes,OurAirports
1976,Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043334961,-119.60199737548828,medium_airport,yes,OurAirports
1977,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.288911,-63.125174,medium_airport,yes,OurAirports
1978,Taloyoak Airport,Taloyoak,Canada,YYH,CYYH,69.5467,-93.576698,small_airport,yes,OurAirports
1979,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.647201,-123.427792,large_airport,yes,OurAirports
1980,Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923095703,-101.07599639892578,medium_airport,yes,OurAirports
1981,Cowley Airport,Cowley,Canada,YYM,CYYM,49.636398315399994,-114.09400177,small_airport,no,OurAirports
1982,Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.291900634799994,-107.691001892,medium_airport,no,OurAirports
1984,Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041016,-94.06500244140625,medium_airport,yes,OurAirports
1985,Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,medium_airport,yes,OurAirports
1986,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618599,-52.7519,large_airport,yes,OurAirports
1987,Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.411587,-82.469645,medium_airport,no,OurAirports
1988,Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846191406,-88.90969848632812,medium_airport,no,OurAirports
1989,Mont Joli Airport,Mont-Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523438,medium_airport,yes,OurAirports
1990,Toronto Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.675935,-79.629421,large_airport,yes,OurAirports
1992,Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.8853,-82.567802,medium_airport,no,OurAirports
1993,Yellowknife International Airport,Yellowknife,Canada,YZF,CYZF,62.462799,-114.440002,medium_airport,yes,OurAirports
1994,Salluit Airport,Salluit,Canada,YZG,CYZG,62.179401,-75.667198,small_airport,yes,OurAirports
1995,Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.292945,-114.777276,medium_airport,no,OurAirports
1996,Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,medium_airport,yes,OurAirports
1997,Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.999401,-82.308899,medium_airport,no,OurAirports
1998,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,medium_airport,yes,OurAirports
1999,Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.680599212646484,-127.36699676513672,medium_airport,yes,OurAirports
2000,Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.143902,-115.787003,medium_airport,yes,OurAirports
2001,Sept-Îles Airport,Sept-Îles,Canada,YZV,CYZV,50.22330093383789,-66.2656021118164,medium_airport,yes,OurAirports
2002,Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279815673828,-132.7429962158203,medium_airport,no,OurAirports
2003,CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98440170288086,-64.91690063476562,medium_airport,no,OurAirports
2005,York Landing Airport,York Landing,Canada,ZAC,CZAC,56.089401,-96.089203,small_airport,no,OurAirports
2006,Shuswap Regional Airport,Salmon Arm,Canada,YSN,CZAM,50.682802,-119.228996,medium_airport,no,OurAirports
2008,Boundary Bay Airport,Delta,Canada,YDT,CZBB,49.074338,-123.006877,medium_airport,no,OurAirports
2009,Ilford Airport,Ilford,Canada,ILF,CZBD,56.051622,-95.61882,small_airport,yes,OurAirports
2010,Bathurst Airport,South Tetagouche,Canada,ZBF,CZBF,47.6297,-65.738899,medium_airport,yes,OurAirports
2011,Bromont (Roland Désourdy) Airport,Bromont,Canada,ZBM,CZBM,45.290798,-72.741402,medium_airport,no,OurAirports
2012,Kelsey Airport,Kelsey,Canada,KES,CZEE,56.0374984741,-96.50969696039999,medium_airport,no,OurAirports
2013,Eastmain River Airport,Eastmain River,Canada,ZEM,CZEM,52.226398,-78.522499,small_airport,yes,OurAirports
2014,Faro Airport,Faro,Canada,ZFA,CZFA,62.20750045776367,-133.37600708007812,medium_airport,no,OurAirports
2015,Fond-du-Lac Airport,Fond-du-Lac,Canada,ZFD,CZFD,59.3344,-107.181999,small_airport,yes,OurAirports
2016,Pukatawagan Airport,Pukatawagan,Canada,XPK,CZFG,55.749199,-101.265999,small_airport,yes,OurAirports
2017,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.406993,-134.860182,small_airport,yes,OurAirports
2018,Tulita Airport,Tulita,Canada,ZFN,CZFN,64.909496,-125.570297,small_airport,yes,OurAirports
2019,Grand Forks Airport,Grand Forks,Canada,ZGF,CZGF,49.015598,-118.431,medium_airport,no,OurAirports
2020,Gods River Airport,Gods River,Canada,ZGI,CZGI,54.839699,-94.078598,small_airport,yes,OurAirports
2021,Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,CZGR,52.045417,-95.46617,small_airport,no,OurAirports
2022,High Prairie Airport,High Prairie,Canada,ZHP,CZHP,55.3936,-116.474998,small_airport,no,OurAirports
308731,Corazón de Jesús Airport,Tupile,Panama,CZJ,,9.44686,-78.575678,small_airport,no,OurAirports
2023,Jenpeg Airport,Jenpeg,Canada,ZJG,CZJG,54.51890182495117,-98.04609680175781,medium_airport,no,OurAirports
2024,Swan River Airport,Swan River,Canada,ZJN,CZJN,52.120602,-101.236,medium_airport,no,OurAirports
2025,Kashechewan Airport,Kashechewan,Canada,ZKE,CZKE,52.282501,-81.677803,small_airport,yes,OurAirports
2026,Thicket Portage Airport,Thicket Portage,Canada,YTD,CZLQ,55.31890106201172,-97.70780181884766,medium_airport,no,OurAirports
2027,Muskrat Dam Airport,Muskrat Dam,Canada,MSA,CZMD,53.441399,-91.762802,small_airport,yes,OurAirports
2028,South Cariboo Region / 108 Mile Airport,108 Mile,Canada,ZMH,CZML,51.736099243199995,-121.333000183,small_airport,no,OurAirports
2029,Pikwitonei Airport,Pikwitonei,Canada,PIW,CZMN,55.58890151977539,-97.16419982910156,medium_airport,no,OurAirports
2030,Masset Airport,Masset,Canada,ZMT,CZMT,54.0275,-132.125,medium_airport,yes,OurAirports
17060,Chisana Airport,Chisana,United States,CZN,,62.071201,-142.048004,small_airport,no,OurAirports
2031,Poplar River Airport,Poplar River,Canada,XPP,CZNG,52.996526,-97.274194,small_airport,no,OurAirports
17061,Chistochina Airport,Chistochina,United States,CZO,,62.5634994507,-144.669006348,small_airport,no,OurAirports
2033,Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,CZPB,53.890885,-92.195935,small_airport,yes,OurAirports
2034,Pincher Creek Airport,Pincher Creek,Canada,WPC,CZPC,49.520429,-113.997002,medium_airport,no,OurAirports
2035,Pinehouse Lake Airport,Pinehouse Lake,Canada,ZPO,CZPO,55.5280990601,-106.582000732,small_airport,no,OurAirports
2036,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,CZRJ,52.9436,-91.312798,small_airport,yes,OurAirports
2037,Sandy Lake Airport,Sandy Lake,Canada,ZSJ,CZSJ,53.06420135498047,-93.34439849853516,medium_airport,yes,OurAirports
2038,South Indian Lake Airport,South Indian Lake,Canada,XSI,CZSN,56.792801,-98.907204,small_airport,yes,OurAirports
2039,Stewart Airport,Stewart,Canada,ZST,CZST,55.935410448,-129.982434511,medium_airport,no,OurAirports
28386,Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,CZSW,54.333302,-130.283005,seaplane_base,no,OurAirports
2040,Bloodvein River Airport,Bloodvein River,Canada,YDV,CZTA,51.784568,-96.692305,small_airport,yes,OurAirports
2041,Shamattawa Airport,Shamattawa,Canada,ZTM,CZTM,55.86356,-92.081137,small_airport,yes,OurAirports
2042,Ignace Municipal Airport,Ignace,Canada,ZUC,CZUC,49.428204,-91.720418,medium_airport,no,OurAirports
2043,Churchill Falls Airport,Churchill Falls,Canada,ZUM,CZUM,53.5619010925293,-64.10639953613281,small_airport,yes,OurAirports
2045,Lac Brochet Airport,Lac Brochet,Canada,XLB,CZWH,58.614279,-101.468954,small_airport,yes,OurAirports
2046,Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,CZWL,58.106899,-103.171997,small_airport,yes,OurAirports
19598,Canandaigua Airport,Ontario County IDA,United States,IUA,,42.908902,-77.325226,small_airport,no,OurAirports
17080,Delta Junction Airport,Delta Junction,United States,DJN,,64.049861,-145.722656,small_airport,no,OurAirports
2149,Mostaganem Airport,Sayada,Algeria,MQV,,35.90518,0.144539,small_airport,no,OurAirports
2048,Bou Saada Airport,Ouled Sidi Brahim,Algeria,BUJ,DAAD,35.3325,4.20639,medium_airport,no,OurAirports
2049,Soummam–Abane Ramdane Airport,Béjaïa,Algeria,BJA,DAAE,36.712547,5.069909,large_airport,yes,OurAirports
2050,Houari Boumediene Airport,Algiers,Algeria,ALG,DAAG,36.693886,3.214531,large_airport,yes,OurAirports
2051,Tiska Djanet Airport,Djanet,Algeria,DJG,DAAJ,24.285448,9.463652,large_airport,yes,OurAirports
2054,Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.723499,8.62265,medium_airport,yes,OurAirports
32193,Ain Arnat Airport,Sétif,Algeria,QSF,DAAS,36.178488,5.329909,medium_airport,yes,OurAirports
2056,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.810992,5.450832,large_airport,yes,OurAirports
2057,Jijel Ferhat Abbas Airport,Tahir,Algeria,GJL,DAAV,36.794125,5.873652,large_airport,yes,OurAirports
2058,Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,medium_airport,no,OurAirports
2060,Annaba Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.826781,7.81334,large_airport,yes,OurAirports
2061,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.276001,6.62039,large_airport,yes,OurAirports
2062,Cheikh Larbi Tébessi Airport,Tébessi,Algeria,TEE,DABS,35.4315986633,8.12071990967,medium_airport,yes,OurAirports
2063,Batna Mostefa Ben Boulaid Airport,Batna,Algeria,BLJ,DABT,35.752102,6.30859,large_airport,yes,OurAirports
310096,Daup Airport,,Papua New Guinea,DAF,,-4.7403,145.9515,small_airport,no,OurAirports
2064,Hassi R'Mel Airport,Hassi R'Mel,Algeria,HRM,DAFH,32.930401,3.31154,medium_airport,no,OurAirports
340201,Dathina Airport,Dathina,Yemen,DAH,,13.866884,46.133473,small_airport,no,OurAirports
302093,Dabo Airport,,Papua New Guinea,DAO,,-8.431944444440001,147.843055556,small_airport,no,OurAirports
2065,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.341099,1.46315,medium_airport,no,OurAirports
2067,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,medium_airport,yes,OurAirports
2068,Chlef Aboubakr Belkaid International Airport,Chlef,Algeria,CFK,DAOI,36.216614,1.341114,large_airport,yes,OurAirports
2069,Oran Tafraoui Airport,Tafraoui,Algeria,TAF,DAOL,35.5424,-0.532278,medium_airport,no,OurAirports
2070,Zenata – Messali El Hadj Airport,Zenata,Algeria,TLM,DAON,35.012732,-1.457117,large_airport,yes,OurAirports
2071,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,Algeria,ORN,DAOO,35.620648,-0.622486,large_airport,yes,OurAirports
2072,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,DAOR,31.645700454711914,-2.269860029220581,medium_airport,yes,OurAirports
2073,Sidi Bel Abbes Airport,Sidi Bel Abbès,Algeria,BFW,DAOS,35.1717987061,-0.593275010586,small_airport,no,OurAirports
2074,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207699,0.147142,medium_airport,no,OurAirports
300333,El Bayadh Airport,El Bayadh,Algeria,EBH,DAOY,33.721667,1.0925,small_airport,no,OurAirports
31678,In Guezzam Airport,In Guezzam,Algeria,INF,DATG,19.560518,5.749326,small_airport,no,OurAirports
30777,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,DATM,21.3778,0.92698,medium_airport,yes,OurAirports
2075,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.837601,-0.186414,medium_airport,yes,OurAirports
2076,Biskra - Mohamed Khider Airport,Biskra,Algeria,BSK,DAUB,34.79318,5.738899,large_airport,yes,OurAirports
2077,El Golea Airport,El Menia,Algeria,ELG,DAUE,30.580732,2.861595,medium_airport,yes,OurAirports
2078,Noumérat - Moufdi Zakaria Airport,El Atteuf,Algeria,GHA,DAUG,32.384102,3.79411,medium_airport,yes,OurAirports
2079,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673,6.14044,medium_airport,yes,OurAirports
2080,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.250999,2.51202,medium_airport,yes,OurAirports
2081,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.067799,6.08867,medium_airport,yes,OurAirports
2082,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,Algeria,LOO,DAUL,33.7644,2.92834,medium_airport,no,OurAirports
2083,Guemar Airport - مطار قمار بالوادي,Guemar,Algeria,ELU,DAUO,33.511398,6.77679,medium_airport,yes,OurAirports
2084,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.237101,0.276033,medium_airport,yes,OurAirports
2085,Ain Beida Airport,Ouargla,Algeria,OGX,DAUU,31.9172,5.41278,medium_airport,yes,OurAirports
2086,Zarzaitine - In Aménas Airport,In Aménas,Algeria,IAM,DAUZ,28.0515,9.64291,medium_airport,yes,OurAirports
2087,Cotonou Cadjehoun International Airport,Cotonou,Benin,COO,DBBB,6.35723,2.38435,large_airport,yes,OurAirports
302113,Djougou Airport,Djougou,Benin,DJA,DBBD,9.69208333333,1.63777777778,small_airport,no,OurAirports
